seed,filename,p_fake,p_real,predicted,correct
100033,seed100033.png,0.00975058227777481,0.9902494549751282,Real,False
100034,seed100034.png,0.06671473383903503,0.9332852959632874,Real,False
100035,seed100035.png,0.010610289871692657,0.9893897175788879,Real,False
100036,seed100036.png,0.12142471224069595,0.878575325012207,Real,False
100037,seed100037.png,0.003287278115749359,0.9967126846313477,Real,False
100038,seed100038.png,0.0004231547936797142,0.9995768666267395,Real,False
100039,seed100039.png,0.551201343536377,0.44879865646362305,Fake,True
100040,seed100040.png,0.0034102483186870813,0.9965897798538208,Real,False
100041,seed100041.png,0.00013227965973783284,0.9998676776885986,Real,False
100042,seed100042.png,0.15832401812076569,0.8416760563850403,Real,False
100043,seed100043.png,0.9937978386878967,0.006202126387506723,Fake,True
100044,seed100044.png,6.640049832640216e-05,0.9999336004257202,Real,False
100045,seed100045.png,0.015004314482212067,0.9849956631660461,Real,False
100046,seed100046.png,0.00012408553448040038,0.9998759031295776,Real,False
100047,seed100047.png,0.0003887320344801992,0.9996113181114197,Real,False
100048,seed100048.png,0.00014163470768835396,0.9998583793640137,Real,False
100049,seed100049.png,0.001165773719549179,0.9988341927528381,Real,False
100050,seed100050.png,0.5393147468566895,0.4606853127479553,Fake,True
100051,seed100051.png,0.03769374266266823,0.9623062014579773,Real,False
100052,seed100052.png,0.9948195815086365,0.005180475302040577,Fake,True
100053,seed100053.png,0.20735730230808258,0.7926427721977234,Real,False
100054,seed100054.png,0.1777586042881012,0.8222414255142212,Real,False
100055,seed100055.png,0.016746047884225845,0.9832540154457092,Real,False
100056,seed100056.png,0.018783781677484512,0.9812162518501282,Real,False
100057,seed100057.png,0.00018696501501835883,0.9998130202293396,Real,False
100058,seed100058.png,1.7346657841699198e-05,0.9999825954437256,Real,False
100059,seed100059.png,2.767849036899861e-05,0.9999723434448242,Real,False
100060,seed100060.png,0.31227877736091614,0.6877211928367615,Real,False
100061,seed100061.png,0.060059670358896255,0.9399402737617493,Real,False
100062,seed100062.png,0.3695469796657562,0.6304529905319214,Real,False
100063,seed100063.png,0.9775161743164062,0.022483857348561287,Fake,True
100064,seed100064.png,0.21355517208576202,0.786444902420044,Real,False
100065,seed100065.png,0.0004131776513531804,0.9995868802070618,Real,False
100066,seed100066.png,0.005692761391401291,0.9943072199821472,Real,False
100067,seed100067.png,0.9973353743553162,0.0026645760517567396,Fake,True
100068,seed100068.png,0.5123823285102844,0.4876176118850708,Fake,True
100069,seed100069.png,0.9937971830368042,0.0062028467655181885,Fake,True
100070,seed100070.png,0.12597918510437012,0.8740208148956299,Real,False
100071,seed100071.png,0.0025051783304661512,0.9974948167800903,Real,False
100072,seed100072.png,0.47938480973243713,0.5206151604652405,Real,False
100073,seed100073.png,0.006932185031473637,0.9930678606033325,Real,False
100074,seed100074.png,0.044993218034505844,0.9550068378448486,Real,False
100075,seed100075.png,0.001166566857136786,0.9988334774971008,Real,False
100076,seed100076.png,0.00015297956997528672,0.9998470544815063,Real,False
100077,seed100077.png,2.215335007349495e-05,0.9999778270721436,Real,False
100078,seed100078.png,0.002334880642592907,0.9976651668548584,Real,False
100079,seed100079.png,0.1511886864900589,0.8488113284111023,Real,False
100080,seed100080.png,0.261586457490921,0.7384135127067566,Real,False
100081,seed100081.png,0.6409410238265991,0.3590589761734009,Fake,True
100082,seed100082.png,0.004175854381173849,0.9958242177963257,Real,False
100083,seed100083.png,0.0009556840523146093,0.9990442395210266,Real,False
100084,seed100084.png,0.00023426757252309471,0.9997656941413879,Real,False
100085,seed100085.png,0.007588364649564028,0.9924115538597107,Real,False
100086,seed100086.png,0.6609899997711182,0.3390100598335266,Fake,True
100087,seed100087.png,0.19568589329719543,0.8043140769004822,Real,False
100088,seed100088.png,0.00022346644254866987,0.9997765421867371,Real,False
100089,seed100089.png,0.010417351499199867,0.9895826578140259,Real,False
100090,seed100090.png,6.335696525638923e-05,0.999936580657959,Real,False
100091,seed100091.png,0.07488992065191269,0.9251101016998291,Real,False
100092,seed100092.png,0.13243040442466736,0.867569625377655,Real,False
100093,seed100093.png,0.9991981387138367,0.0008018249063752592,Fake,True
100094,seed100094.png,0.015146882273256779,0.9848531484603882,Real,False
100095,seed100095.png,0.561879575252533,0.43812042474746704,Fake,True
100096,seed100096.png,0.6185435056686401,0.38145649433135986,Fake,True
100097,seed100097.png,0.9324601292610168,0.06753990799188614,Fake,True
100098,seed100098.png,0.020013486966490746,0.9799864888191223,Real,False
100099,seed100099.png,0.009056409820914268,0.9909436106681824,Real,False
100100,seed100100.png,0.0005397383356466889,0.9994602799415588,Real,False
100101,seed100101.png,0.3661027252674103,0.6338973045349121,Real,False
100102,seed100102.png,0.0002799007052090019,0.99972003698349,Real,False
100103,seed100103.png,0.999301552772522,0.0006984007195569575,Fake,True
100104,seed100104.png,4.454233931028284e-05,0.999955415725708,Real,False
100105,seed100105.png,0.9887064695358276,0.011293481104075909,Fake,True
100106,seed100106.png,0.00025767405168153346,0.999742329120636,Real,False
100107,seed100107.png,1.2313032129895873e-05,0.9999877214431763,Real,False
100108,seed100108.png,0.0001199970138259232,0.9998799562454224,Real,False
100109,seed100109.png,0.8492681384086609,0.15073181688785553,Fake,True
100110,seed100110.png,0.00964190810918808,0.9903580546379089,Real,False
100111,seed100111.png,6.48608329356648e-05,0.9999351501464844,Real,False
100112,seed100112.png,0.9980179071426392,0.0019820346496999264,Fake,True
100113,seed100113.png,0.5117752552032471,0.48822474479675293,Fake,True
100114,seed100114.png,0.5980188846588135,0.4019811749458313,Fake,True
100115,seed100115.png,4.363073094282299e-05,0.9999563694000244,Real,False
100116,seed100116.png,0.010039521381258965,0.9899604320526123,Real,False
100117,seed100117.png,0.0003704074479173869,0.9996296167373657,Real,False
100118,seed100118.png,0.8544793725013733,0.14552059769630432,Fake,True
100119,seed100119.png,0.561910092830658,0.43808990716934204,Fake,True
100120,seed100120.png,0.7987836003303528,0.20121635496616364,Fake,True
100121,seed100121.png,0.00020802882499992847,0.9997920393943787,Real,False
100122,seed100122.png,0.05146467313170433,0.9485352635383606,Real,False
100123,seed100123.png,0.0011504540452733636,0.9988495111465454,Real,False
100124,seed100124.png,0.9575324058532715,0.042467594146728516,Fake,True
100125,seed100125.png,0.9613389372825623,0.03866106644272804,Fake,True
100126,seed100126.png,2.144552126992494e-05,0.9999785423278809,Real,False
100127,seed100127.png,1.850492481025867e-05,0.9999815225601196,Real,False
100128,seed100128.png,0.00022408089716918766,0.9997759461402893,Real,False
100129,seed100129.png,0.0028638720978051424,0.997136116027832,Real,False
100130,seed100130.png,0.005811845418065786,0.9941881895065308,Real,False
100131,seed100131.png,0.4656694531440735,0.5343305468559265,Real,False
100132,seed100132.png,4.7570963943144307e-05,0.9999524354934692,Real,False
100133,seed100133.png,0.18540726602077484,0.8145927786827087,Real,False
100134,seed100134.png,0.18018114566802979,0.8198188543319702,Real,False
100135,seed100135.png,0.0007685291348025203,0.9992314577102661,Real,False
100136,seed100136.png,0.6377867460250854,0.36221325397491455,Fake,True
100137,seed100137.png,0.0008178373682312667,0.9991821646690369,Real,False
100138,seed100138.png,0.006588104646652937,0.9934118390083313,Real,False
100139,seed100139.png,0.985113263130188,0.014886744320392609,Fake,True
100140,seed100140.png,0.42202797532081604,0.5779720544815063,Real,False
100141,seed100141.png,9.046464401762933e-05,0.999909520149231,Real,False
100142,seed100142.png,0.03864625468850136,0.9613537192344666,Real,False
100143,seed100143.png,0.992634117603302,0.007365832105278969,Fake,True
100144,seed100144.png,0.9997223019599915,0.00027766168932430446,Fake,True
100145,seed100145.png,3.4434317058185115e-05,0.9999655485153198,Real,False
100146,seed100146.png,0.9986671209335327,0.0013328308705240488,Fake,True
100147,seed100147.png,0.001959725981578231,0.9980402588844299,Real,False
100148,seed100148.png,0.000572064018342644,0.999427855014801,Real,False
100149,seed100149.png,0.00011797891784226522,0.9998819828033447,Real,False
100150,seed100150.png,0.8629721403121948,0.13702784478664398,Fake,True
100151,seed100151.png,0.04250633344054222,0.9574937224388123,Real,False
100152,seed100152.png,0.005423166323453188,0.9945768117904663,Real,False
100153,seed100153.png,0.0004501651565078646,0.9995498061180115,Real,False
100154,seed100154.png,0.0018399066757410765,0.9981600642204285,Real,False
100155,seed100155.png,8.986485045170411e-05,0.9999101161956787,Real,False
100156,seed100156.png,0.0024653535801917315,0.9975346326828003,Real,False
100157,seed100157.png,0.4209240674972534,0.5790759325027466,Real,False
100158,seed100158.png,4.9183137889485806e-05,0.9999507665634155,Real,False
100159,seed100159.png,0.6767609119415283,0.3232390582561493,Fake,True
100160,seed100160.png,0.00023349201364908367,0.9997665286064148,Real,False
100161,seed100161.png,0.00013123748067300767,0.9998687505722046,Real,False
100162,seed100162.png,0.03235563263297081,0.9676443934440613,Real,False
100163,seed100163.png,0.9967597126960754,0.0032403280492872,Fake,True
100164,seed100164.png,0.3387417197227478,0.661258339881897,Real,False
100165,seed100165.png,0.4095136523246765,0.5904864072799683,Real,False
100166,seed100166.png,0.9989797472953796,0.0010202350094914436,Fake,True
100167,seed100167.png,0.10915491729974747,0.8908450603485107,Real,False
100168,seed100168.png,0.98509281873703,0.014907247386872768,Fake,True
100169,seed100169.png,0.014962791465222836,0.9850371479988098,Real,False
100170,seed100170.png,0.006567465141415596,0.9934325218200684,Real,False
100171,seed100171.png,7.242777064675465e-05,0.9999275207519531,Real,False
100172,seed100172.png,0.009494125843048096,0.9905058741569519,Real,False
100173,seed100173.png,0.7714923024177551,0.22850768268108368,Fake,True
100174,seed100174.png,0.0026532362680882215,0.9973467588424683,Real,False
100175,seed100175.png,0.0006639086059294641,0.9993360638618469,Real,False
100176,seed100176.png,5.025315476814285e-05,0.9999496936798096,Real,False
100177,seed100177.png,0.05620226636528969,0.9437977075576782,Real,False
100178,seed100178.png,0.9181979894638062,0.08180206269025803,Fake,True
100179,seed100179.png,0.06862698495388031,0.9313730597496033,Real,False
100180,seed100180.png,0.01878761127591133,0.981212317943573,Real,False
100181,seed100181.png,0.001225811429321766,0.9987742304801941,Real,False
100182,seed100182.png,0.016819220036268234,0.983180820941925,Real,False
100183,seed100183.png,0.07163026183843613,0.9283697605133057,Real,False
100184,seed100184.png,5.015256829210557e-05,0.9999498128890991,Real,False
100185,seed100185.png,0.02043261006474495,0.9795674085617065,Real,False
100186,seed100186.png,0.3110751509666443,0.6889248490333557,Real,False
100187,seed100187.png,0.9002955555915833,0.09970448166131973,Fake,True
100188,seed100188.png,0.00022283088765107095,0.9997771382331848,Real,False
100189,seed100189.png,0.0002724998921621591,0.9997274279594421,Real,False
100190,seed100190.png,0.02640220709145069,0.9735977649688721,Real,False
100191,seed100191.png,0.01575041189789772,0.9842496514320374,Real,False
100192,seed100192.png,0.0293411985039711,0.9706587791442871,Real,False
100193,seed100193.png,0.00029389074188657105,0.9997060894966125,Real,False
100194,seed100194.png,6.568694516317919e-05,0.9999343156814575,Real,False
100195,seed100195.png,0.0019275950035080314,0.9980723857879639,Real,False
100196,seed100196.png,0.05249835178256035,0.9475015997886658,Real,False
100197,seed100197.png,0.014849008060991764,0.9851509928703308,Real,False
100198,seed100198.png,0.05157036334276199,0.9484296441078186,Real,False
100199,seed100199.png,0.011831995099782944,0.9881680607795715,Real,False
